author,title,abstract,jel
"Iulian Dobra","EXTERNAL AUDIT IN NHS TRUSTS","External auditors for NHS trusts give an independent opinion on the trust&#039;sfinancial statements. They also review aspects of the arrangements that trusts have put inplace to ensure the proper conduct of their financial affairs, and to manage their performanceand use of resources. Special accountabilities attach to the use of public money and theconduct of public business. Auditors must carry out their work in accordance with the AuditCommission&#039;s Code of Audit Practice that is approved by the UK Parliament.",I
"Iulia Iuga|Ruxandra Radoviciu","STUDY REGARDING THE POSITIONING OF TRANSILVANIA BANK IN THE RANK SMEs FROM ALBA IULIA","Recent changes in the market caused by economic crisis affected the Small and MediumEnterprises. The study helps Transilvania Bank to see the place on the market and the image among Smalland Medium Enterprises. Following the predictions made by the small and medium enterprises the bank hasthe possibility to develop the products and services offered.",M
"Shpetim Cerri","ASSESSING THE QUALITY OF HIGHER EDUCATION SERVICES USING A MODIFIED SERVQUAL SCALE","The purpose of the study is to assess the service quality in high publiceducation in Albania, using the SERVQUAL approach. Today Albanian public universitiesare facing fierce competition from private universities, so they find imperative focusingfirmly on service quality they offer to students. The paper reports on a modifiedSERVQUAL survey of students from five public universities in Albania. The survey aims tocapture the perceptions and expectations students have about the service they receive inrespective universities, leading to an evaluation of overall perceived service quality basedon gap analysis.The data analysis reveals interesting findings on students&lsquo; perceptions of service quality inhigh education. The universities&lsquo; management would benefit from these findings byknowing which gap should receive the most attention in order to gain competitiveadvantage. An improved service quality will also help them to face the competition fromother high education institutions. The study confirms the SERVQUAL scale as a suitabletool in assessing service quality in public sector, holding the same strengths as in privatesector. The continuous measurement of service quality in universities will help in engagingin a continuous improvement of this quality, creating a good basis for achieving higherobjectives. Service quality measurement will also help in creating a market-orientation forpublic universities, focusing more on the student as a customer.",M
"Tatiana Danescu|Ovidiu Spatacean","INTERNAL AUDIT FOR FINANCIAL INVESTMENT COMPANIES â ASSURANCE FOR ADEQUATE SUPERVISING OF CORPORATE GOVERNENCE PRINCIPLES","In the risk assessment process, financial auditors often rely on internalauditors when establishing the control risk level. Therefore, adequate internal auditfunction, as part of a solid corporate governance is a factor of lowering control risk,when assessing audit risks for Financial Investment Companies. The paper intends toapproach issues related to internal audit as a relevant source of added value for listedcompanies and the main objectives related to internal audit engagements forFinancial Investment Companies. The authors are trying to answer how internal auditcontributes in an effective manner in the process of supervising corporate governanceprinciples that Financial Investment Companies as listed companies, must complywith.",M
"Nicolae Todea|Delia Corina Mihaltan","THE CENSORIAL CONTROL - SUFFICIENT FOR A NON-PROFIT ORGANISATION","The object of the present paper is to answer the question regarding the sufficiency ofthe censorial control for a non-profit organization. In order to answer the question, we studied thespecific literature and also the law and we tried to find the specific areas that should be the mainobjectives of a censorial control. The sufficiency of the censorial control in this case is conditionedby proper objective setting and these have to be none other than those specific for this sector. If thespecific objectives are beyond the capacity of censorial control, its sufficiency is threatened.",M
"Iuliana Cenar","THE FINANCIAL PERFORMANCE IN HIGHER EDUCATION INSTITUTIONS. INFORMATIONAL SUPPORTS","ABSTRACT. Education has a vital role for the development of civilization, culture, andhumanity, for increasing the discipline and rationality level in the social life, for cultivating thespiritual values and for granting the human condition an elevated statute.        The faithful reflection of financial performance, including in education, is found among theaccounting objectives, subjected to an ample reforming process, which trained the complementaryfeature of the accounting based on liquidity flows with the accrual accounting. The financialperformance filtrated through accrual accounting has as an informational support the patrimonialearnings account, and the processing of information according to the principles of cash accountingis found in the budget execution account.        This paper approaches the issue of financial performance, the features of cash and accrualaccountings, the way in which financial performance in higher education institutions is reflectedthrough the patrimonial earnings account and the budget execution account, the need to supply thementioned informational supports with other assessment indicators of performance in order to getits most complete image.",M
"Dragos Marian Mangiuc","SOFTWARE: FROM PRODUCT TO SERVICE THE EVOLUTION OF A MODEL","Among the consequences of the Enterprise 2.0 family technologies&rsquo; growingpopularity, we can observe the rise of a set of new business models for the use and employment ofsoftware applications, some of them also applicable for infrastructure components. The mostpopular of these models is by far  Software as a Service  (also called SaaS). SaaS is a softwaredistribution model assuming the software applications are hosted and maintained by the vendor orthe distributor, the user access being granted exclusively by means of the Internet. The paper athand is a literature review and also an action research, meant to provide an objective and unbiasedcomparison of the two major software distribution models, and also to identify the strengths, theweaknesses and the favorite areas of applicability for each model. The paper is a part of a largerresearch performed by the author in the field of Enterprise 2.0 technologies.",M
"Andreea Muntean|Lucia Cabulea|Dan Danuletiu","THE BRAND: ONE OF THE UNIVERSITYâS MOST VALUABLE ASSET","In today&rsquo;s higher education landscape, college and university leaders may wellconsider principles of brand management to assure their positions vis-Ã -vis their competitors.Although considerable differences between higher education and product brands exist, there aresufficient similarities to warrant a foray into issues of brand management. Higher educationleaders may derive guidance to manage effectively what may be the most important intangible asseta college or university ownsâits long-term image and bundle of core meaning. In this paper we discuss issues related to brand management and strategies for re-brandingin higher education, with a case study at  1 Decembrie 1918  University of Alba Iulia.",M
"Gheorghe Lepadatu","REQUEST OF THE EUROPEAN DEVELOPMENT AND GLOBALIZATION: THE PAYMENT BASED ON SHARES (IFRS 2)","The share-based payment represents, for sure, a challenge for thebusiness world in Romania and will certaintly gain ground. The initialacknowledgement is made in compliance with the rules provided in the GeneralFrame for drawing up and presentation of the financial positions. In case that thepayment is effected before the reception of the goods or services, the entity willacknowledge an advance payment granted. Depending on the manner in which thesettlement will be done, the entity will acknowledge in counter-trade of the receivedgoods or services either an increase of capital, or a debt. The problem of accountingthe share options, especially those issued for the executive staff and for otheremployees of a company, in direct compensation for their efforts, has been disputedfor a long time.",M
"Dumitru Matis|Alina Beattrice Vladu|Laura Negrea|Lucia Sucala","JONES, DECHOW AND KASZNIK MODELS SIGNIFICANCE IN THE ROMANIAN ECONOMIC ENVIRONMENT","This study intends to be a first step into an attempt of measuring the earningsmanagement using an econometric model valid for the Romanian specificities by trying to establishthe level of significance of three acknowledged econometric models: Jones (1991), Dechow et al.(1995) and Kasznik (1999) on Romanian economic environment.Given the above mentioned premises, the study was conducted using the Romanian listedcompanies (active on the Bucharest Stock Exchange) selected by a main criteria: discrepancybetween reported cash flow and reported net income. Our analyses lead us to the conclusionrelated to the above mentioned issues that Jones model was found to be significant for Romanianeconomic environment in terms of applicability unlike Dechow and Kasznik models, thus it may befurther developed and applied to an extended database.",M
"Elida-Tomita Todarita|Diana Elena Ranf","THE NECESSITY AND EFFICIENT USAGE OF MANAGERIAL COMMUNICATION WITHIN ORGANISATIONS DURING CRISIS SITUATIONS. DRAWING-UP THE CONTENT OF A CRISIS PLANNING","Managerial communication is a competitivity factor and an organisation&rsquo;sstrategic advantage. Crisis management tries to prevent and diminish the crises&rsquo; negativeeffects and protect the organisation. This field of activity has met a rapid developmentduring the last years, as far as practical explanations and research are concerned. The present paper outlines the rapid development of crisis management, aswell as the causes that have generated this process within organisations. The purpose ofthe paper is to show how organisations manage crises, how they evaluate risks and alsothe stages of the communication crisis planning. At the same time, the content of a crisisplanning shall be established, regarding the relationship with the press in crisissituations for some companies, mentioning the fact that this planning scheme could beused by any organisation, regardless of the field of activity.",M
"Dumitru Matis|Alina Beattrice Vladu|Dan Dacian Cuzdriorean","CREATIVE DISCLOSURE - FEATURE OF CREATIVE ACCOUNTING","The purpose of this research is to approach creative disclosure as a feature ofcreative accounting. Also known in the literature as impression management, this demarchecan be found in corporate annual report under forms of distortion of narratives of numericaland graph manipulation. Little is known about the potential effects and consequences of thiskind of manipulation in the practical side of accounting and on decisions made by annualreport users. Creative accounting presented under all its forms of manifestation can directlyaffect the profit and loss account and also the balance sheet and it is also related tomeasurement or disclosure, the latter referring to the extent of to the method of presentation.Since disclosure is also related to credibility of accounting profession.After assessing the area approached we developed a theoretical framework for creativedisclosure.",M
"Octavian-Liviu Olaru|Constanta Chitiba","EXPORT QUALITY MANAGEMENT IN A WORLD GLOBAL ECONOMY","Quality became the management imperative of the last two decades and willcontinue to be the key to success in the future. We often see the words  quality first , anddemands for quality invade every sphere of activity, from the motor vehicles we drive, to thedomestic appliances we use, the food we eat, the restaurants we dine in, the doctors we visit,and the products we import and export, reminding us that quality is the goal of everybusiness, and that its focus is the  customer . Satisfying the requirements of the customer is adynamic activity: both customers and their needs change and the supplier has to recognize this.When it comes to trade, no exporting country can afford to compromise on quality. The currenteconomic climate calls for export marketing and promotion efforts with assurances of superiorand consistent quality in products and services, associated with lower prices and delivery ofthe right product at the right time.",F
"Elida-Tomita Todarita","THE EVOLUTION OF CONFLICT AS A BEHAVIOR PROCESS WITHIN GLOBAL ORGANIZATIONAL COMMUNICATION MANAGEMENT","Nowadays, organizations are designed so that it can carry out their various activitiesnecessary to face the uncertainty surrounding each of them. The consequences of these actions arereflected in differences between departments and a greater potential for the development andmanifestation of conflict. When differentiation is coupled to a great extent with interdependence, thepotential for conflict increases significantly. Also, always be considered in settling conflicts thatoften occur spontaneously but the most important thing in an organization is to avoid any activityor intentions which is to generate a possible conflict. In this paper, will present the theoreticalaspects regarding the conflict, classification, patterns of events and also the tactics and strategiesused to manage conflicts that may arise within an organization. In the end, will be dotted andconclusions regarding this approach..",M
"Oksana Mihajlovsky","FRACTAL CHARACTERISTICS OF WORLD MARKET COMMODITY DERIVATIVES","The fractal properties of some segments of the global commodity derivatives markethave been investigated in the present article. The fractal nature of segments of oil and copperderivatives markets has been determined. The presence of speculative reference groups of investorson given segments has been substantiated.",F
"Larisa Dragolea|Danut Ungureanu","SERVICE QUALITY MANAGEMENT THROUGH CUSTOMER ORIENTATION","Quality management represents everything an organization shouldensure/accomplish in order to have products which will satisfy the clients&rsquo; requestsconcerning quality and the requests of the existent regulations. According to the ISO9000:2000 standard, quality management coordinates activities in order to direct and controlan organization regarding quality. Quality coordination and control generally includessettling a policy concerning quality and quality objectives, planning, control, assurance andimprovement. The main task of service quality management is ensuring that services areprovided at the quality standards requested or expected by the clients, customer orientation. Being  customer orientated  means being capable to: â¢ build efficient relationships with the customers; â¢ offer clients reliable and high quality services; â¢ help customers find the suited way to satisfy their wishes; â¢ follow the clients&rsquo; feedback in order to improve the services&rsquo; quality.",M
"Beata Skowron-Grabowska","RFID TECHNNOLOGY - NEW CHALLENGE FOR MANUFACTURING AND LOGISTICS CENTERS","RFID technology can be exploited in newly developed logistics centers in Polandas well. The Radio frequency identification (RFID) has been recognized as one of the greatesttechnologies implemented by enterprises in different branches. Constantly increasing numberof enterprises, which are making use of RFID technology to improve their efficiency ofmanufacturing goods, functioning as well as to achieve a competitive advantage on themarket, shows the great necessity of large changes. One of the fields where RFID can be usedis logistics centers. There are projects that implement RFID into logistics centers. Suchprojects start with a study of what kinds of needs are in the market, and proceeds to thedevelopment of concept as well as project determines what the new systems and hardwarerequirements will be to translate the concept of logistics centers with RFID systems to anactual infrastructure. Conclusion is that RFID will be more universally diffused andassimilated into everyday life in the future.",M
"Florin Boghean|Elena Hlaciuc|Lucia Morosan-Danila|Carmen Boghean","OBJECTIVES AND PARTICULARITIES OF DECISIONS IN THE CONTEXT OF CORPORATE GOVERNANCE","Corporate governance means the overall driving of the entire organization byaccepting all internal components, which work together, which eventually will be integrated in themanagement, and implemented to the risk management within the organization and financialmanagement system and internal control, including internal audit. At this time of globalization andharmonization, the accounting profession acts for the image that it deserves, fulfilling a criticalrole. Harmonization, convergence of accounting systems in service, currently must be made by themost trained professionals, under conditions of total transparency. Presently, the global economy,the influx of investment and cross-border operations in particular of the large enterprise groupsexert a strong influence on the accounting profession.",M
"Ciprian Mihailescu|Corina Ducu","INTERNAL AUDIT - A KEY ELEMENT OF CORPORATE GOVERNANCE IN CREDIT INSTITUTIONS","The world has always been in constant change and evolution, but the rate atwhich changes and the evolution of humanity take place has dramatically increased over thepast 70 years. Corporate governance and internal audit profession were no exception, bothevolving with great speed. All changes on the global financial markets in the last 10-15 yearsand the multiple crises that the global economy went through during this period producedmultiple mutations both in the internal audit activity and the role that this activity and theaudit committees have in corporate governance. There are several aspects that willsignificantly mark internal audit in the 21st century, and the organizations that will takeaccount of these issues will have an internal audit service that will truly bring them addedvalue.",M
"Alina Beattrice Vladu|Dumitru Matis|Oriol Amat Salas","TRUE AND FAIR VIEW AND CREATIVE ACCOUNTING CONCEPTUAL DELIMITATIONS BASED ON PAPINEAU`S TREE METHODOLOGY","Our theoretical research was developed based on Papineau&lsquo;s methodology inorder to be able to develop a comprehensive framework by constructing an internal history ofthe literature. By using this particular approach the main body of the literature is summarizedconducting in the end to a rigorous and comprehensive understanding of it with fruitfulimplications. Both true and fair view and creative accounting are dynamic concepts thatcomprised various debates in the literature regarding to their conceptual delimitations anddefinition. One implication of our study is related to the elaboration of definitions for trueand fair view and further terminology assessment for creative accounting, based on the mainfindings reflected by conducting Papineau`s methodology. Other implication can be related tothe internal construction history of the literature and presenting the primary core termscomprised in the area of research of true and fair view and creative accounting.",M
"Virgil Balaure|Calin Veghes","NATION BRANDS AND TOURIST DESTINATIONS â AN EXPLORATORY ANALYSIS OF ROMANIA IN THE CONTEXT OF CENTRAL AND EASTERN EUROPE MARKETS","Creation, development and employment of brands have recently become activities thattend to expand beyond the sphere of marketing communication of the organization and generatingsignificant effects over the results of marketing activities and overall performances of theorganizations.Paper intends to approach in an exploratory manner the way brands contribute to the imagedevelopment of the tourist destinations based on a comparative analysis of the performancesgenerated by the nation brands used to promote different national tourist destinations in Romaniaand other Central and Eastern Europe countries.",M
"Adrian Macris|Maria Macris","ASPECTS REGARDING THE FINANCING OF HIGHER EDUCATION","This paper sets forth the issue of financing higher education in Romania according tothe fundamental principles adopted by most of the countries of the European Union. Under suchcircumstances, the two components of financing State universities are minutely exhibited, namelybasic financing and complementary financing. At the same time, the extremely important matterrequiring the foundation of an efficient and competitive educational system demanded by the newenvironment also implies the providing of financing resources and the implementation of amanagement that allows a good administration and an efficient use of the funds.",I
"Diana Elena Ranf|Elida Todarita","ALLIANCE MANAGEMENT","This article wants to respond to a number of critical questions aboutalliances. First of all âWhy alliances&rsquo;, than âWhat is alliance management and howshould it operate&rsquo;; âwhich is the role played by an alliance manager&rsquo;,  How should topperforming managers act  and finally âHow to manage an alliance . Alliancesuccess hinges on people issue â in particular, defining roles and responsibilities andcreating the incentives to drive individual performance.",M
"Atanasiu Pop|Cristina Bota-Avram|Florin Bota-Avram","THE RELATIONSHIP BETWEEN INTERNAL AND EXTERNAL AUDIT","Analyzing the evolution process of internal audit, from its beginningsand so far, we can easily notice that internal audit function was born throughdetaching of some activities from external audit, the result being that there somesituations when these two functions could be easily confused. The reality is thatinternal audit and external audit are two distinctive functions; net differenced, butwhich are also characterized through some complementary relationships. In thispaper, we try to give our contribution at the clarification of the similarities anddifferences between these two functions, making a literature review that allowed us toidentify some very interesting studies that permitted us to emphasize the maincriterions that influenced the relationship between internal audit and external audit.",M
"Mihai Orzan|Anamaria CatÄlina Radu|Andra Iuliana Dobrescu|Maria Cristina MitricÄ","VIEWS OF YOUNG PEOPLE ON THE IMPORTANCE OF MARKETINGCOMMUNICATION IN TERMS OF ACCESSING EUROPEAN FUNDS","With Romaniaâs accession to the European Union, it has benefited from a number of advantages including the possibility of accessing funds. Projects financed from external funds are some of the most important instruments that are aimed at the improvement ofbusinesses conducted in the country. In recent years, Romania has registered fairly low values in terms of the absorption of European funds. Excessive bureaucracy and how the communication process takes place have put a powerful imprint on the activities undertaken in this field. The study presented in this paper aims to identify young peopleâs views on the importance of marketing communication in this business sector. To meet the objectives, a quantitative research was conducted on a sample of 70 respondents. The data were analyzed using the IBM SPSS Statistics 20 software.",M
"ElÅ¼bieta WysÅocka","HARMONIZATION AND STANDARDIZATION OF THE ACCOUNTING AND ITS FUNCTIONS","The process of harmonization and standardization of the accounting,which has been observed hitherto, is described in this paper. Particular attention hasbeen given to changes that have been done in the Polish balance law and conditionswhich accompanied them. Special attention has been also paid to the implicationswhich may be caused by the drawing up the financial statements according toInternational Financial Reporting Standards. Changes in the accounting haveresulted in the fact that its main function which it fulfils is the information function.Detailed functions that arise from the main one have been also described in thispaper.",M
"Raluca Mihalcea|Iacob Catoiu","CONSUMER IDENTITY AND IMPLICATIONS FOR THE BRAND","In a consumer culture people no longer consume for merely functional satisfaction,but consumption becomes meaning-based, and brands are often used as symbolic resources for theconstruction and maintenance of identity. All human behavior is a symbolic action. People are notjust choosing the best, the fanciest, or the cheapest brands. They&rsquo;re choosing brands that have theright meaning. Brands are now creating value not just by the products or services they represent,but by the meanings they generate. This meaning is being adopted by consumers to express whothey are and what they stand for. Meaning, in fact, may be the most important product a brandcreates today.",M
"Tatiana Danescu|Ovidiu Spatacean","ANALYTICAL PROCEDURES USED IN FINANCIAL AUDIT FOR THEVALUATION OF PORTFOLIO PERFORMANCES â CASE OF FINANCIAL INVESTMENT COMPANIES","Conducting financial audit engagements for Financial Investment Companies is basedin a significant measure on the conception and performance of analytical procedures that assist theauditor in the process of elaborating general conclusions regarding the performances of themanaged portfolios. In connection with the issue of construction a system of indicators forassessing the portfolio performances, we remark the approach from the perspective of portfoliomanagers, though it is not explored their usefulness as analytical procedures used in a financialaudit engagement conducted in investment companies. The approach to scientific research hasconsidered, mainly, the analysis of financial statements published1 by the five Financial InvestmentCompanies in the period 2006-2008, the comparison of portfolio performances in correlation withthe reported net asset value, as well as the inspection of trading reports issued by the marketoperator Bucharest Stock Exchange and analysis reports issued by the Romanian Association ofFund Managers.",M
"Ioana - Maria Dragu|Adriana Tiron- Tudor","GRI COMPLIANCE AND PREREQUISITES OF INTEGRATED REPORTING FOR ASIAN-PACIFIC COMPANIES","Corporate reporting in recent times faces a series of challenges as companies areexpected to reassess their strategy for information disclosure. Within a global economicenvironment that is continuously evolving, there is a strong need for an internationally coordinatedaction as the financial and non-financial information disclosed by a company influences itsstrategic decisions. The topic of the current paper outlines the issue of integrated reporting as theinterconnection between financial, social and environmental information. We intend to investigatethe influence of financial performance on social and environmental disclosure and measure theintegration level of corporations that claim to publish integrated reports. The main stages of theresearch involve the determination of financial ratios and disclosure index levels for environmentaland social information. For the purpose of establishing the disclosure index we consider thereferential of GRI G3 international standards, while compliance with the standard would be theprerequisite for integrated reports, by contributing to an increase in non-financial disclosure, inaddition to the mandatory financial one. Our sample comprises 16 Asian-Pacific companies thatparticipate in the pilot program initiated by the International Integrated Reporting Committeeaccording to which organizations are encouraged to integrate their non-financial information -social and environmental disclosure - within annual reports, along with financial data. Theresearch methodology assumes computation of a disclosure index for social and environmentalinformation, and determination of financial ratios for establishing the influence of financialperformance on socio-environmental disclosure and the actual level of integration in specificintegrated reports. Our findings suggest the financial ratios can be directly, indirectly, and non-correlated with non-financial information, while the integration process is attained at high,medium, or low levels, according to the aggregation of financial, social, and environmentalinformation.",M
"Elena Hlaciuc|Camelia Mihalciuc|Anisoara Apetri","FINANCIAL COMUNICATION THROUGH THE FINANCIAL STATEMENTS ACORDING TO THE INTERNATIONAL ACCOUNTING SETTLEMENTS","The major financial statements are designed to provide a picture of theoverall financial position and performance of the business. In order to provide thisoverall picture, the accounting system will normally produce five major financialreports on a regular recurring basis. These financial statements, taken together,provide on overall picture of the financial health of the business. It says that who hasthe information has the power, and the way that it gets from the receiver iscommunication. From an accounting point of view, the communication is representedby financial statements, witch are regulated by IASB through IAS 1. Its objective is toprescribe the basis for presentation of general purpose financial statements, to ensurecomparability both with the entity&rsquo;s financial statements of previous periods and withthe financial statements of other entities.",M
"Iuliana Cenar","FINANCIAL REPORTING IN EDUCATION INSTITUTIONS THE IMPLICATIONS OF THE TRANSITION TO ACCRUAL ACCOUNTING","ABSTRACT. At the beginning of the third millennium, the role of accounting changed fundamentally,including in terms of the major intervention in collecting and treating information used to achieve anefficient management that will support the future evolution of entities, including institutions of highereducation. Accounting is called to ensure veridical and objective information for all the  actors  whoplay their role on the scene created by the university of the future, its internal and externalenvironment.As the language of business, accounting shapes information in the form of syntheses, in which financialreporting is discerned. In the public sector, the information&rsquo;s structure and content was subjected tomajor transformations, generated by the complementary of cash accounting with accrual accountingand the generalization of double entry accounting, changes that became applicable at the beginning of2006. This paper approaches aspects regarding the purpose of the accounting information processing,namely: the role of higher education institutions in supplying public capital, seen as a developmentfactor; the structure, objectives and usefulness of financial statements in the public sector; the effects ofusing the two accounting models, cash and accrual, on the quality of financial reporting.",M
"Ana Morariu|Flavia Stoian|Ana Maria Marinoiu|Doina Crisan Habean","EMPIRICAL ANALYSIS OVER THE EVOLUTION OF THE INNOVATIONAL FIXED COSTS AND ITS RECOGNITION IN THE HUMAN RESOURCES ORIENTATED ENVIRONMENT","Through this research, we wish to demonstrate the bond between theflow of know-how and the growth of the economical potential, translated through thelowering of the fixed costs for the innovation process, this being one of the fewsolutions which offer continuous profits to the share holders as the pressure to attractnew customers and to face the competition forced them to lower their prices. Toachieve the innovative process, a company should counteract the effects of thegrowing fixed costs and only if the revenues overcome the costs, the next step will besetting up production and selling. We will show in our research how this simpletheoretical model will drive us towards a specific regression model, which shall becalled the model of stochastic limit. The regression model will correspond to theeconometrical model, proving that the resulted restrictions are sufficient to determinethe limit, supposed to be specific for each company. We will be able to state that thevariable which affects the fixed costs does not have a direct influence over the sales;sufficiently to identify the parameters of the limit model. Though we cannot evaluatedirectly the fixed costs, we can still identify the determinants of the limit and the salespoint associated to the innovative products.",M
"Calin Veghes|Diana Dugulan|Ioana Cecilia Popescu","THE MARKETING OF THE LOCAL COMMUNITIES AS A TOOL FOR SUPPORTING THEIR SUSTAINABLE DEVELOPMENT","The sustainable development of the local communities represents a rathersensitive topic, that incorporates and integrates elements related to the both concepts:&lsquo;sustainable development&lsquo;, respectively &lsquo;local communities&lsquo;. If an amount of marketing isadded, things tend to become more complex, and, definitely, more complicated. The paperintends to answer, based on the information already available in the literature, to thefollowing questions: what is a local community? What is the meaning of the sustainabledevelopment of a local community? Does marketing contribute to and support the sustainabledevelopment of the local communities? The answers to these questions are aimed to providethe appropriate background for defining the concept of marketing of the local communitiesand for the identification of the ways this concept may be employed in order to support thesustainable development of the local communities.",M
"Alexandra Ileana Mutiu","AN INQUIRY INTO THE EFFECTS OF MULTIPLE GRADED FACTORS ON STUDENT PERFORMANCE IN MANAGERIAL ACCOUNTING","As many Managerial Accounting syllabi for live classes are built, the students&lsquo; finalgrade is based on the following components: class participation, attendance, homework, mid-termexams and the final exam. We conducted a research in this Spring term for the ManagerialAccounting course with two classes of 30 students each at the College of Business Administration,Plymouth State University, New Hampshire, USA. Our research results indicate that (1) classparticipation, attendance, and homework submission are factors that do not have significant effecton the students&lsquo; examination grades and (2) the first midterm exam was significant as a tool tostimulate learning, in that it functioned as a &lsquo;wake up&lsquo; signal for the majority of the studentsanalyzed. A major implication of this research suggests rethinking the structure of the final gradeformula in the syllabus to further emphasize the elements that most directly increase students&lsquo;motivation to learn.",M
"Rezarta Shkurti (Perri)|Brikena Leka (Gjoni)|Rovena Bahiti|Msc. Elfrida Manoku (Gishto)","CHANGES IN FINANCIAL AND ACCOUNTING ENVIRONMENT IN ALBANIA AND THE IMPACT ON PRACTITIONERS","This paper presents a theoretical discussion about the organization of the professions of accounting andauditing in Albania and the most recent changes that have encompassed the Albanian financial and accounting landscapeafter the implementation of new accounting standards, the increased requirements for electronic financial and tax reportingand the ongoing improvement and adaptation of the higher education curricula. All these factors present major challengesfor the field practitioners in accounting and auditing. We try to identify which are the most prominent challenges faced bythe practitioners today and identify that the ICT impact, ethical values and the globalization trend in accounting andfinancial reporting are some of the most emergent ones. These factors make the work of the practitioners more and moredemanding and as it seems difficult to remain competitive in such a dynamic environment, we conclude with therecommendations that the curricula of the financial and accounting higher education should be adapted to include topicssuch as IAS/IFRS, ICT, Code of Ethics and that the professional accountancy and auditing organizations in Albania shouldprovide ongoing training and qualification sessions on the same topics to the existing practitioners.",M
"Nicolae Marginean|Dan Racovitan","SOME ASPECTS ON ADJUSTING THEORY WITH PRACTICE USING AN INTELLIGENT E-LEARNING SYSTEM","The goal of this article is to present an architecture of a system that tries toprepare the students from specialization  Computer science in Economy  for the labormarket, through a integrated, interactive and intelligent system, gained through a proactivecollaboration between the university and the business environment, in order to adjust thetheoretical knowledge (transmitted in university) to the practice (specific to labor market).Two concepts are essentials: expert system and E-Learning.",M
"Diana Muresan","EVIDENCE OF ACCRUALS ANOMALY AROUND THE GLOBE","This paper reviews the empirical researchon accruals anomaly around theglobe.Accruals anomaly is defined as the negative relation between accruals and future stock returns.Starting with Sloan (1996) many papers have documented and confirmed the existence of accrualsanomaly in US capital market. Though, recent papers started to examine the existence of accrualsanomaly outside the US.Overall, empirical results suggest that accruals anomaly is a globalphenomenonpresent in developed countries with large companies and where an accruals accountingsystem exists. The approach adopted is a survey of the literature of accruals anomaly conducted onother samples than US companies. This review splits the discussion in three key topics: (1) empiricalevidence from single country studies, (2) empirical evidencefrom comparative countries studies and(3) empirical evidencefrom US studies. This comparative discussion highlights the importantchallenges generatedbythe accruals anomaly in a global capital market. As a policy implication,investors from all over the globe should enhance their understanding of accruals information asaccruals anomalyis a pervasive anomaly encountered in many capital markets.",M
"Janusz Grabara|Iwona Grabara","REVERSE LOGISTICS IN GLOBALIZATION ASPECTS","This paper presents issues connected with adaptation of modern solutions of reverse logisticsmanagement in enterprise to the concept of sustainable development promoted by the European Union.Nowadays more and more businesses are looking to grow their reverse logistics capabilities in global market.",M
"Calin Veghes|Mihai Orzan|Carmen Acatrinei|Diana Dugulan","EXPLORING PRIVACY-RELATED ASPECTS OF THE CONSUMERS&#039; DIRECT APPROACH","Organizations design marketing communication campaigns by using both the&lsquo;traditional&lsquo; (press, radio, television, outdoor) and/or direct media (mail, telephony, mobiletelephony, and the internet),in order to attract the consumers and determine them to buy or beinterested in the company&#039;s products, services and/or brands. Consumers are concerned about howthe personal data they provide to organizations, as a response to the marketing campaigns theywere exposed to, is captured, processed and employed. The paper explores some aspects related toconsumers&#039; attitudes towards the disclosure of personal data to companies and public entities, theassessment of aggressiveness and their perception about privacy in relation to the directcommunication tools they were approached by - and presents the results obtained at the level of asample including Romanian consumers.",M
"Maria Popa|Mihaela Vica|Roxana Axinte|Mirel Glevitzky|Simona Varvara","STUDY CONCERNING THE HONEY QUALITIES IN TRANSYLVANIA REGION","The sources of micro-organisms (yeasts and fungi) found in honey are nectar andpollen, honey processing areas, equipments that have not been properly cleaned or wrappings. There are few types of yeast in honey and the most common are Saccharomyces melis, whichgrows in media with water content over 20-25% and Saccharomyces rosei, which can ferment inmedia with 60% carbohydrates. Yeasts can produce microbiological faults in honey with more than102 cells /g honey, stored at temperatures over 15 0C (Sindilar, E., 2000). Fungi can come from dust contamination, from the water with which installations orcontainers are washed and to a smaller degree, they can come from the honeybees. If they arefound in honey in a vegetative state, they can metabolise carbohydrates, amino-acids and evenpollen, causing various organoleptic changes (taste and smell of mildew). The present paper is a comparative microbiological and physical-chemical analysis ofvarious types of honey (polyfloral, tilia, acacia, sunflower, and honeydew) collected frombeekeepers The results have enabled us to make correlations between moisture, acidity, pH and themicrobiological characteristics of the tested honey samples and processors.",M
"Yakup Selvi|Eva Wagner|Ahmet TÃ¼rel","CORPORATE SOCIAL RESPONSIBILITY IN THE TIME OF FINANCIAL CRISIS: EVIDENCE FROM TURKEY","Corporate Social Responsibility (CSR) has been an important global issue all over theworld. Proponents of CSR claim that it has lots of benefits for the company such as goodreputation; on the other hand opponents claim that CSR can not protect a firm from financial harmin times of crisis. The objective of this paper is to conceptually examine the CSR, benefits ofimplementing CSR, and CSR activities in the time of financial crisis. In addition, a research wasconducted to explore the impact of CSR on company reputation in Turkey by comparing therelationship between our CSR and reputation measures before and after the financial crisis. Theevidence gathered shows that there is a positive and significant relationship between these twovariables in both before financial crisis era and financial crisis era. However, the correlationbetween these two variables has not increased significantly between the two periods investigated.",M
